"","month","year","damagecause","county","state","commodity","count"
"15862","JUL",1998,"Heat","Nez Perce","ID","DRY PEAS",2
"15863","JUN",1998,"Heat","Nez Perce","ID","DRY PEAS",1
"15864","JUL",1999,"Heat","Nez Perce","ID","DRY PEAS",1
"15865","JUL",2000,"Heat","Nez Perce","ID","DRY PEAS",1
"15866","JUL",2001,"Heat","Nez Perce","ID","DRY PEAS",1
"15867","AUG",2003,"Heat","Nez Perce","ID","DRY PEAS",1
"15868","JUL",2003,"Heat","Nez Perce","ID","DRY PEAS",1
"15869","JUN",2003,"Heat","Nez Perce","ID","DRY PEAS",1
"15870","JUN",2005,"Heat","Nez Perce","ID","DRY PEAS",1
"15871","AUG",2006,"Heat","Nez Perce","ID","DRY PEAS",1
"15872","JUL",2006,"Heat","Nez Perce","ID","DRY PEAS",1
"15873","JUN",2006,"Heat","Nez Perce","ID","DRY PEAS",2
"15874","OCT",2006,"Heat","Nez Perce","ID","DRY PEAS",1
"15875","SEP",2006,"Heat","Nez Perce","ID","DRY PEAS",1
"15876","JUN",2007,"Heat","Nez Perce","ID","DRY PEAS",1
"15877","MAY",2007,"Heat","Nez Perce","ID","DRY PEAS",1
"15878","JUL",2008,"Heat","Nez Perce","ID","DRY PEAS",1
"15879","JUN",2008,"Heat","Nez Perce","ID","DRY PEAS",2
"15880","MAY",2008,"Heat","Nez Perce","ID","DRY PEAS",2
"15881","AUG",2009,"Heat","Nez Perce","ID","DRY PEAS",1
"15882","JUN",2009,"Heat","Nez Perce","ID","DRY PEAS",1
"15883","MAY",2009,"Heat","Nez Perce","ID","DRY PEAS",2
"15884","SEP",2009,"Heat","Nez Perce","ID","DRY PEAS",1
"15885","JUL",2010,"Heat","Nez Perce","ID","DRY PEAS",1
"15886","JUL",2012,"Heat","Nez Perce","ID","DRY PEAS",1
"15887","AUG",2013,"Heat","Nez Perce","ID","DRY PEAS",1
"15888","JUL",2013,"Heat","Nez Perce","ID","DRY PEAS",1
"15889","MAY",2013,"Heat","Nez Perce","ID","DRY PEAS",1
"15890","SEP",2013,"Heat","Nez Perce","ID","DRY PEAS",1
"15891","JUL",2014,"Heat","Nez Perce","ID","DRY PEAS",2
"15892","JUN",2014,"Heat","Nez Perce","ID","DRY PEAS",1
"15893","JUL",2015,"Heat","Nez Perce","ID","DRY PEAS",2
"15894","JUN",2015,"Heat","Nez Perce","ID","DRY PEAS",3
"15895","JUL",1996,"Hot Wind","Nez Perce","ID","DRY PEAS",1
"15896","AUG",2010,"Hot Wind","Nez Perce","ID","DRY PEAS",1
"15897","JUL",1993,"Insects","Nez Perce","ID","DRY PEAS",1
"15898","JUL",1998,"Insects","Nez Perce","ID","DRY PEAS",2
"15899","JUN",1998,"Insects","Nez Perce","ID","DRY PEAS",1
"15900","APR",2005,"Insects","Nez Perce","ID","DRY PEAS",2
"15901","JUL",2005,"Insects","Nez Perce","ID","DRY PEAS",2
"15902","JUN",2005,"Insects","Nez Perce","ID","DRY PEAS",2
"15903","MAY",2005,"Insects","Nez Perce","ID","DRY PEAS",2
"15904","JUN",2007,"Insects","Nez Perce","ID","DRY PEAS",1
"15905","AUG",1990,"Other (Snow-Lightning-Etc.)","Nez Perce","ID","DRY PEAS",1
"15906","SEP",1990,"Other (Snow-Lightning-Etc.)","Nez Perce","ID","DRY PEAS",1
"15907","JUN",1998,"Other (Snow-Lightning-Etc.)","Nez Perce","ID","DRY PEAS",1
"15908","JUN",2005,"Other (Snow-Lightning-Etc.)","Nez Perce","ID","DRY PEAS",1
"15909","JUN",1989,"Plant Disease","Nez Perce","ID","DRY PEAS",1
"15910","MAY",1990,"Plant Disease","Nez Perce","ID","DRY PEAS",1
"15911","SEP",1990,"Plant Disease","Nez Perce","ID","DRY PEAS",2
"15912","SEP",1991,"Plant Disease","Nez Perce","ID","DRY PEAS",1
"15913","AUG",1993,"Plant Disease","Nez Perce","ID","DRY PEAS",1
"15914","JUL",1995,"Plant Disease","Nez Perce","ID","DRY PEAS",1
"15915","MAY",1995,"Plant Disease","Nez Perce","ID","DRY PEAS",1
"15916","JUL",1998,"Plant Disease","Nez Perce","ID","DRY PEAS",1
"15917","JUN",1998,"Plant Disease","Nez Perce","ID","DRY PEAS",1
"15918","JUN",2001,"Plant Disease","Nez Perce","ID","DRY PEAS",1
"15919","JUN",2005,"Plant Disease","Nez Perce","ID","DRY PEAS",2
"15920","JUN",2009,"Plant Disease","Nez Perce","ID","DRY PEAS",1
"15921","JUL",2013,"Plant Disease","Nez Perce","ID","DRY PEAS",1
"15922","AUG",2014,"Wildlife","Nez Perce","ID","DRY PEAS",1
"15923","AUG",2014,"Wind/Excess Wind","Nez Perce","ID","DRY PEAS",1
"16004","MAY",2015,"Drought","Gilliam","OR","DRY PEAS",1
"16005","MAY",1993,"Cold Wet Weather","Umatilla","OR","DRY PEAS",1
"16006","APR",2008,"Cold Wet Weather","Umatilla","OR","DRY PEAS",1
"16007","JUN",1993,"Cold Winter","Umatilla","OR","DRY PEAS",1
"16008","MAR",1990,"Drought","Umatilla","OR","DRY PEAS",1
"16009","JUL",1999,"Drought","Umatilla","OR","DRY PEAS",1
"16010","JUN",1999,"Drought","Umatilla","OR","DRY PEAS",1
"16011","JUN",2000,"Drought","Umatilla","OR","DRY PEAS",2
"16012","JUN",2001,"Drought","Umatilla","OR","DRY PEAS",1
"16013","MAY",2001,"Drought","Umatilla","OR","DRY PEAS",1
"16014","MAR",2002,"Drought","Umatilla","OR","DRY PEAS",1
"16015","MAY",2002,"Drought","Umatilla","OR","DRY PEAS",1
"16016","JUN",2003,"Drought","Umatilla","OR","DRY PEAS",1
"16017","FEB",2005,"Drought","Umatilla","OR","DRY PEAS",1
"16018","JUN",2005,"Drought","Umatilla","OR","DRY PEAS",2
"16019","MAR",2005,"Drought","Umatilla","OR","DRY PEAS",1
"16020","MAY",2005,"Drought","Umatilla","OR","DRY PEAS",1
"16021","JUN",2013,"Drought","Umatilla","OR","DRY PEAS",1
"16022","MAY",2013,"Drought","Umatilla","OR","DRY PEAS",1
"16023","APR",2014,"Drought","Umatilla","OR","DRY PEAS",1
"16024","JUN",2014,"Drought","Umatilla","OR","DRY PEAS",1
"16025","MAY",2014,"Drought","Umatilla","OR","DRY PEAS",1
"16026","APR",2015,"Drought","Umatilla","OR","DRY PEAS",1
"16027","JUN",2015,"Drought","Umatilla","OR","DRY PEAS",1
"16028","MAY",2015,"Drought","Umatilla","OR","DRY PEAS",1
"16029","JUL",1996,"Excess Moisture/Precip/Rain","Umatilla","OR","DRY PEAS",1
"16030","JUN",2006,"Excess Moisture/Precip/Rain","Umatilla","OR","DRY PEAS",2
"16031","MAY",2006,"Freeze","Umatilla","OR","DRY PEAS",1
"16032","MAR",2008,"Freeze","Umatilla","OR","DRY PEAS",1
"16033","APR",2002,"Frost","Umatilla","OR","DRY PEAS",1
"16034","MAY",2012,"Frost","Umatilla","OR","DRY PEAS",1
"16035","MAY",2013,"Frost","Umatilla","OR","DRY PEAS",1
"16036","MAY",1996,"Hail","Umatilla","OR","DRY PEAS",1
"16037","JUN",2015,"Hail","Umatilla","OR","DRY PEAS",1
"16038","MAY",1992,"Heat","Umatilla","OR","DRY PEAS",1
"16039","JUL",1999,"Heat","Umatilla","OR","DRY PEAS",1
"16040","JUN",2001,"Heat","Umatilla","OR","DRY PEAS",1
"16041","JUN",2002,"Heat","Umatilla","OR","DRY PEAS",1
"16042","JUN",2003,"Heat","Umatilla","OR","DRY PEAS",1
"16043","JUN",2005,"Heat","Umatilla","OR","DRY PEAS",1
"16044","MAY",2005,"Heat","Umatilla","OR","DRY PEAS",1
"16045","JUN",2006,"Heat","Umatilla","OR","DRY PEAS",1
"16046","MAY",2006,"Heat","Umatilla","OR","DRY PEAS",1
"16047","JUN",2007,"Heat","Umatilla","OR","DRY PEAS",1
"16048","JUN",2008,"Heat","Umatilla","OR","DRY PEAS",1
"16049","MAY",2008,"Heat","Umatilla","OR","DRY PEAS",1
"16050","APR",2014,"Heat","Umatilla","OR","DRY PEAS",1
"16051","JUN",2014,"Heat","Umatilla","OR","DRY PEAS",1
"16052","MAY",2014,"Heat","Umatilla","OR","DRY PEAS",1
"16053","APR",2015,"Heat","Umatilla","OR","DRY PEAS",1
"16054","JUL",2015,"Heat","Umatilla","OR","DRY PEAS",1
"16055","JUN",2015,"Heat","Umatilla","OR","DRY PEAS",1
"16056","MAY",2015,"Heat","Umatilla","OR","DRY PEAS",1
"16057","MAY",1993,"Plant Disease","Umatilla","OR","DRY PEAS",1
"16058","APR",2011,"Cold Winter","Union","OR","DRY PEAS",1
"16059","JUN",2010,"Excess Moisture/Precip/Rain","Union","OR","DRY PEAS",1
"16060","MAY",2010,"Excess Moisture/Precip/Rain","Union","OR","DRY PEAS",1
"16061","AUG",2006,"Frost","Union","OR","DRY PEAS",1
"16062","MAY",2011,"Frost","Union","OR","DRY PEAS",1
"16063","APR",2013,"Frost","Union","OR","DRY PEAS",1
"16064","JUN",2006,"Hail","Union","OR","DRY PEAS",1
"16065","AUG",2013,"Hail","Union","OR","DRY PEAS",1
"16066","AUG",2014,"Hail","Union","OR","DRY PEAS",1
"16067","JUN",2006,"Heat","Union","OR","DRY PEAS",1
"16068","JUN",2007,"Heat","Union","OR","DRY PEAS",1
"16069","JUN",2014,"Heat","Union","OR","DRY PEAS",1
"16070","JUN",2015,"Heat","Union","OR","DRY PEAS",1
"16071","APR",2004,"Cold Wet Weather","Adams","WA","DRY PEAS",1
"16072","FEB",2014,"Cold Winter","Adams","WA","DRY PEAS",1
"16073","DEC",2014,"Decline in Price","Adams","WA","DRY PEAS",1
"16074","NOV",2015,"Freeze","Adams","WA","DRY PEAS",1
"16075","OCT",1989,"Frost","Adams","WA","DRY PEAS",1
"16076","SEP",2003,"Frost","Adams","WA","DRY PEAS",1
"16077","MAY",2012,"Frost","Adams","WA","DRY PEAS",1
"16078","JUN",1991,"Heat","Adams","WA","DRY PEAS",1
"16079","AUG",2003,"Heat","Adams","WA","DRY PEAS",1
"16080","JUN",2004,"Heat","Adams","WA","DRY PEAS",1
"16081","JUL",2014,"Heat","Adams","WA","DRY PEAS",1
"16082","JUL",2015,"Heat","Adams","WA","DRY PEAS",1
"16083","JUN",2015,"Heat","Adams","WA","DRY PEAS",2
"16084","MAY",2014,"Plant Disease","Adams","WA","DRY PEAS",1
"16085","AUG",2014,"Wind/Excess Wind","Adams","WA","DRY PEAS",1
"16086","JUN",2010,"Cold Wet Weather","Asotin","WA","DRY PEAS",2
"16087","AUG",1999,"Drought","Asotin","WA","DRY PEAS",1
"16088","JUN",2000,"Drought","Asotin","WA","DRY PEAS",1
"16089","MAY",2001,"Drought","Asotin","WA","DRY PEAS",1
"16090","AUG",2003,"Drought","Asotin","WA","DRY PEAS",1
"16091","JUL",2005,"Drought","Asotin","WA","DRY PEAS",1
"16092","MAY",2006,"Drought","Asotin","WA","DRY PEAS",1
"16093","MAY",2007,"Drought","Asotin","WA","DRY PEAS",1
"16094","AUG",2000,"Hail","Asotin","WA","DRY PEAS",1
"16095","MAY",2009,"Hail","Asotin","WA","DRY PEAS",1
"16096","JUL",2014,"Hail","Asotin","WA","DRY PEAS",1
"16097","APR",2006,"Heat","Asotin","WA","DRY PEAS",1
"16098","JUN",2007,"Heat","Asotin","WA","DRY PEAS",1
"16099","MAY",2009,"Heat","Asotin","WA","DRY PEAS",1
"16100","JUL",2010,"Heat","Asotin","WA","DRY PEAS",2
"16101","JUN",2005,"Insects","Asotin","WA","DRY PEAS",1
"16102","JUN",2005,"Plant Disease","Asotin","WA","DRY PEAS",1
"16103","APR",2007,"Plant Disease","Asotin","WA","DRY PEAS",1
"16104","MAY",2003,"Wildlife","Asotin","WA","DRY PEAS",1
"16105","MAY",2011,"Cold Wet Weather","Columbia","WA","DRY PEAS",1
"16106","MAY",2009,"Cold Winter","Columbia","WA","DRY PEAS",1
"16107","DEC",2013,"Decline in Price","Columbia","WA","DRY PEAS",2
"16108","JAN",2013,"Decline in Price","Columbia","WA","DRY PEAS",1
"16109","JUN",2013,"Decline in Price","Columbia","WA","DRY PEAS",1
"16110","NOV",2013,"Decline in Price","Columbia","WA","DRY PEAS",1
"16111","OCT",2013,"Decline in Price","Columbia","WA","DRY PEAS",1
"16112","SEP",2013,"Decline in Price","Columbia","WA","DRY PEAS",1
"16113","AUG",2014,"Decline in Price","Columbia","WA","DRY PEAS",1
"16114","DEC",2014,"Decline in Price","Columbia","WA","DRY PEAS",2
"16115","JUL",2014,"Decline in Price","Columbia","WA","DRY PEAS",1
"16116","JUN",2014,"Decline in Price","Columbia","WA","DRY PEAS",1
"16117","DEC",2015,"Decline in Price","Columbia","WA","DRY PEAS",1
"16118","JUL",2015,"Decline in Price","Columbia","WA","DRY PEAS",1
"16119","SEP",2015,"Decline in Price","Columbia","WA","DRY PEAS",1
"16120","JUN",2002,"Drought","Columbia","WA","DRY PEAS",1
"16121","MAY",2002,"Drought","Columbia","WA","DRY PEAS",1
"16122","JUN",2003,"Drought","Columbia","WA","DRY PEAS",1
"16123","MAY",2003,"Drought","Columbia","WA","DRY PEAS",1
"16124","JUL",2005,"Drought","Columbia","WA","DRY PEAS",1
"16125","JUN",2005,"Drought","Columbia","WA","DRY PEAS",1
"16126","MAY",2005,"Drought","Columbia","WA","DRY PEAS",2
"16127","JUL",2006,"Drought","Columbia","WA","DRY PEAS",1
"16128","MAY",2006,"Drought","Columbia","WA","DRY PEAS",1
"16129","JUN",2008,"Drought","Columbia","WA","DRY PEAS",1
"16130","MAY",2009,"Drought","Columbia","WA","DRY PEAS",1
"16131","JUL",2010,"Drought","Columbia","WA","DRY PEAS",1
"16132","JUL",2013,"Drought","Columbia","WA","DRY PEAS",1
"16133","JUN",2013,"Drought","Columbia","WA","DRY PEAS",2
"16134","AUG",2014,"Drought","Columbia","WA","DRY PEAS",2
"16135","JUL",2014,"Drought","Columbia","WA","DRY PEAS",4
"16136","JUN",2014,"Drought","Columbia","WA","DRY PEAS",3
"16137","MAY",2014,"Drought","Columbia","WA","DRY PEAS",3
"16138","SEP",2014,"Drought","Columbia","WA","DRY PEAS",1
"16139","APR",2015,"Drought","Columbia","WA","DRY PEAS",3
"16140","AUG",2015,"Drought","Columbia","WA","DRY PEAS",2
"16141","JUL",2015,"Drought","Columbia","WA","DRY PEAS",2
"16142","JUN",2015,"Drought","Columbia","WA","DRY PEAS",3
"16143","MAR",2015,"Drought","Columbia","WA","DRY PEAS",3
"16144","MAY",2015,"Drought","Columbia","WA","DRY PEAS",4
"16145","SEP",2015,"Drought","Columbia","WA","DRY PEAS",2
"16146","MAY",2005,"Excess Moisture/Precip/Rain","Columbia","WA","DRY PEAS",2
"16147","MAY",2013,"Freeze","Columbia","WA","DRY PEAS",1
"16148","MAY",2013,"Frost","Columbia","WA","DRY PEAS",1
"16149","JUL",2012,"Hail","Columbia","WA","DRY PEAS",1
"16150","JUN",2012,"Hail","Columbia","WA","DRY PEAS",1
"16151","SEP",2013,"Hail","Columbia","WA","DRY PEAS",1
"16152","JUL",2014,"Hail","Columbia","WA","DRY PEAS",1
"16153","JUN",2002,"Heat","Columbia","WA","DRY PEAS",1
"16154","JUN",2003,"Heat","Columbia","WA","DRY PEAS",1
"16155","JUN",2005,"Heat","Columbia","WA","DRY PEAS",1
"16156","JUL",2007,"Heat","Columbia","WA","DRY PEAS",1
"16157","JUN",2007,"Heat","Columbia","WA","DRY PEAS",1
"16158","JUL",2008,"Heat","Columbia","WA","DRY PEAS",1
"16159","JUN",2008,"Heat","Columbia","WA","DRY PEAS",1
"16160","JUL",2009,"Heat","Columbia","WA","DRY PEAS",1
"16161","JUL",2010,"Heat","Columbia","WA","DRY PEAS",1
"16162","JUN",2010,"Heat","Columbia","WA","DRY PEAS",1
"16163","JUL",2013,"Heat","Columbia","WA","DRY PEAS",2
"16164","JUN",2013,"Heat","Columbia","WA","DRY PEAS",1
"16165","MAY",2013,"Heat","Columbia","WA","DRY PEAS",2
"16166","JUL",2014,"Heat","Columbia","WA","DRY PEAS",2
"16167","JUN",2014,"Heat","Columbia","WA","DRY PEAS",3
"16168","MAY",2014,"Heat","Columbia","WA","DRY PEAS",1
"16169","AUG",2015,"Heat","Columbia","WA","DRY PEAS",1
"16170","JUN",2015,"Heat","Columbia","WA","DRY PEAS",3
"16171","MAY",2015,"Heat","Columbia","WA","DRY PEAS",2
"16172","AUG",2015,"Hot Wind","Columbia","WA","DRY PEAS",1
"16173","JUN",2005,"Insects","Columbia","WA","DRY PEAS",2
"16174","MAY",2005,"Insects","Columbia","WA","DRY PEAS",1
"16175","JUL",2010,"Plant Disease","Columbia","WA","DRY PEAS",1
"16176","MAY",2010,"Cold Wet Weather","Douglas","WA","DRY PEAS",1
"16177","MAY",2011,"Cold Wet Weather","Douglas","WA","DRY PEAS",1
"16178","APR",2010,"Cold Winter","Douglas","WA","DRY PEAS",1
"16179","JAN",2010,"Cold Winter","Douglas","WA","DRY PEAS",1
"16180","NOV",2011,"Cold Winter","Douglas","WA","DRY PEAS",1
"16181","DEC",2014,"Cold Winter","Douglas","WA","DRY PEAS",1
"16182","FEB",2014,"Cold Winter","Douglas","WA","DRY PEAS",1
"16183","MAY",2010,"Drought","Douglas","WA","DRY PEAS",1
"16184","OCT",2010,"Drought","Douglas","WA","DRY PEAS",1
"16185","DEC",2012,"Drought","Douglas","WA","DRY PEAS",1
"16186","NOV",2012,"Drought","Douglas","WA","DRY PEAS",1
"16187","DEC",2010,"Freeze","Douglas","WA","DRY PEAS",1
"16188","JUL",2015,"Hail","Douglas","WA","DRY PEAS",1
"16189","JUN",2015,"Heat","Douglas","WA","DRY PEAS",1
"16190","MAY",2005,"Cold Wet Weather","Garfield","WA","DRY PEAS",1
"16191","DEC",2013,"Decline in Price","Garfield","WA","DRY PEAS",1
"16192","SEP",2014,"Decline in Price","Garfield","WA","DRY PEAS",1
"16193","JUN",1999,"Drought","Garfield","WA","DRY PEAS",1
"16194","JUN",2005,"Drought","Garfield","WA","DRY PEAS",1
"16195","MAY",2005,"Drought","Garfield","WA","DRY PEAS",1
"16196","JUL",2014,"Drought","Garfield","WA","DRY PEAS",1
"16197","MAR",2014,"Drought","Garfield","WA","DRY PEAS",1
"16198","MAY",2014,"Drought","Garfield","WA","DRY PEAS",2
"16199","JUN",2015,"Drought","Garfield","WA","DRY PEAS",1
"16200","MAY",2006,"Heat","Garfield","WA","DRY PEAS",1
"16201","JUN",2008,"Heat","Garfield","WA","DRY PEAS",1
"16202","JUN",2010,"Heat","Garfield","WA","DRY PEAS",1
"16203","JUL",2013,"Heat","Garfield","WA","DRY PEAS",1
"16204","JUN",2014,"Heat","Garfield","WA","DRY PEAS",2
"16205","JUN",2015,"Heat","Garfield","WA","DRY PEAS",1
"16206","AUG",2013,"Wildlife","Garfield","WA","DRY PEAS",1
"16207","AUG",1991,"Cold Wet Weather","Grant","WA","DRY PEAS",1
"16208","JUL",2005,"Cold Wet Weather","Grant","WA","DRY PEAS",1
"16209","JUL",2012,"Excess Moisture/Precip/Rain","Grant","WA","DRY PEAS",1
"16210","JUL",2001,"Frost","Grant","WA","DRY PEAS",1
"16211","SEP",2001,"Frost","Grant","WA","DRY PEAS",1
"16212","MAY",2003,"Frost","Grant","WA","DRY PEAS",1
"16213","MAY",2006,"Frost","Grant","WA","DRY PEAS",1
"16214","JUN",2006,"Hail","Grant","WA","DRY PEAS",1
"16215","MAY",1993,"Heat","Grant","WA","DRY PEAS",1
"16216","JUN",1996,"Heat","Grant","WA","DRY PEAS",1
"16217","JUL",2002,"Heat","Grant","WA","DRY PEAS",1
"16218","JUN",2002,"Heat","Grant","WA","DRY PEAS",1
"16219","MAY",2006,"Heat","Grant","WA","DRY PEAS",1
"16220","JUL",2009,"Heat","Grant","WA","DRY PEAS",1
"16221","JUN",2015,"Heat","Grant","WA","DRY PEAS",1
"16222","MAY",2015,"Heat","Grant","WA","DRY PEAS",1
"16223","MAR",1994,"Hot Wind","Grant","WA","DRY PEAS",1
"16224","MAY",1995,"Plant Disease","Grant","WA","DRY PEAS",1
"16225","JUN",2003,"Plant Disease","Grant","WA","DRY PEAS",1
"16226","JUL",2005,"Plant Disease","Grant","WA","DRY PEAS",1
"16227","MAY",2008,"Plant Disease","Grant","WA","DRY PEAS",1
"16228","JUL",2002,"Wind/Excess Wind","Grant","WA","DRY PEAS",1
"16229","DEC",2014,"Cold Winter","Lincoln","WA","DRY PEAS",2
"16230","FEB",2014,"Cold Winter","Lincoln","WA","DRY PEAS",1
"16231","JUL",2014,"Decline in Price","Lincoln","WA","DRY PEAS",1
"16232","SEP",2015,"Decline in Price","Lincoln","WA","DRY PEAS",1
"16233","JUL",2006,"Drought","Lincoln","WA","DRY PEAS",1
"16234","JUN",2007,"Drought","Lincoln","WA","DRY PEAS",1
"16235","JUN",2014,"Drought","Lincoln","WA","DRY PEAS",1
"16236","MAY",2014,"Drought","Lincoln","WA","DRY PEAS",2
"16237","JUL",2015,"Drought","Lincoln","WA","DRY PEAS",1
"16238","JUN",2015,"Drought","Lincoln","WA","DRY PEAS",1
"16239","APR",2013,"Freeze","Lincoln","WA","DRY PEAS",1
"16240","MAY",2013,"Freeze","Lincoln","WA","DRY PEAS",2
"16241","MAY",2013,"Heat","Lincoln","WA","DRY PEAS",3
"16242","JUL",2014,"Heat","Lincoln","WA","DRY PEAS",1
"16243","JUN",2014,"Heat","Lincoln","WA","DRY PEAS",1
"16244","JUN",2015,"Heat","Lincoln","WA","DRY PEAS",2
"16245","JUL",2014,"Hot Wind","Lincoln","WA","DRY PEAS",1
"16246","AUG",2013,"Wind/Excess Wind","Lincoln","WA","DRY PEAS",1
"16247","MAY",2013,"Wind/Excess Wind","Lincoln","WA","DRY PEAS",2
"16248","JUN",2005,"Cold Wet Weather","Spokane","WA","DRY PEAS",1
"16249","JUN",2010,"Cold Wet Weather","Spokane","WA","DRY PEAS",2
"16250","MAY",2010,"Cold Wet Weather","Spokane","WA","DRY PEAS",1
"16251","APR",2011,"Cold Wet Weather","Spokane","WA","DRY PEAS",1
"16252","JUL",2011,"Cold Wet Weather","Spokane","WA","DRY PEAS",1
"16253","JUN",2011,"Cold Wet Weather","Spokane","WA","DRY PEAS",1
"16254","MAY",2011,"Cold Wet Weather","Spokane","WA","DRY PEAS",1
"16255","APR",2012,"Cold Wet Weather","Spokane","WA","DRY PEAS",1
"16256","JUN",2012,"Cold Wet Weather","Spokane","WA","DRY PEAS",1
"16257","MAY",2012,"Cold Wet Weather","Spokane","WA","DRY PEAS",2
"16258","APR",2015,"Cold Wet Weather","Spokane","WA","DRY PEAS",2
"16259","FEB",2015,"Cold Wet Weather","Spokane","WA","DRY PEAS",2
"16260","AUG",2013,"Decline in Price","Spokane","WA","DRY PEAS",1
"16261","DEC",2013,"Decline in Price","Spokane","WA","DRY PEAS",1
"16262","DEC",2014,"Decline in Price","Spokane","WA","DRY PEAS",1
"16263","JUL",2014,"Decline in Price","Spokane","WA","DRY PEAS",1
"16264","AUG",2015,"Decline in Price","Spokane","WA","DRY PEAS",1
"16265","DEC",2015,"Decline in Price","Spokane","WA","DRY PEAS",1
"16266","JUL",2015,"Decline in Price","Spokane","WA","DRY PEAS",1
"16267","JUN",2001,"Drought","Spokane","WA","DRY PEAS",1
"16268","MAY",2001,"Drought","Spokane","WA","DRY PEAS",1
"16269","JUN",2002,"Drought","Spokane","WA","DRY PEAS",1
"16270","JUL",2003,"Drought","Spokane","WA","DRY PEAS",1
"16271","JUN",2003,"Drought","Spokane","WA","DRY PEAS",1
"16272","JUN",2004,"Drought","Spokane","WA","DRY PEAS",1
"16273","FEB",2005,"Drought","Spokane","WA","DRY PEAS",1
"16274","JUN",2005,"Drought","Spokane","WA","DRY PEAS",1
"16275","MAR",2005,"Drought","Spokane","WA","DRY PEAS",1
"16276","JUN",2006,"Drought","Spokane","WA","DRY PEAS",1
"16277","AUG",2007,"Drought","Spokane","WA","DRY PEAS",1
"16278","JUL",2007,"Drought","Spokane","WA","DRY PEAS",1
"16279","JUN",2007,"Drought","Spokane","WA","DRY PEAS",1
"16280","MAY",2007,"Drought","Spokane","WA","DRY PEAS",1
"16281","AUG",2008,"Drought","Spokane","WA","DRY PEAS",1
"16282","JUL",2008,"Drought","Spokane","WA","DRY PEAS",1
"16283","JUN",2008,"Drought","Spokane","WA","DRY PEAS",1
"16284","MAY",2008,"Drought","Spokane","WA","DRY PEAS",1
"16285","JUL",2009,"Drought","Spokane","WA","DRY PEAS",1
"16286","JUN",2009,"Drought","Spokane","WA","DRY PEAS",1
"16287","SEP",2009,"Drought","Spokane","WA","DRY PEAS",1
"16288","JUL",2010,"Drought","Spokane","WA","DRY PEAS",1
"16289","JUL",2013,"Drought","Spokane","WA","DRY PEAS",1
"16290","MAY",2013,"Drought","Spokane","WA","DRY PEAS",1
"16291","AUG",2014,"Drought","Spokane","WA","DRY PEAS",1
"16292","JUL",2014,"Drought","Spokane","WA","DRY PEAS",2
"16293","JUN",2014,"Drought","Spokane","WA","DRY PEAS",2
"16294","MAY",2014,"Drought","Spokane","WA","DRY PEAS",2
"16295","APR",2015,"Drought","Spokane","WA","DRY PEAS",2
"16296","JUL",2015,"Drought","Spokane","WA","DRY PEAS",2
"16297","JUN",2015,"Drought","Spokane","WA","DRY PEAS",2
"16298","MAY",2015,"Drought","Spokane","WA","DRY PEAS",2
"16299","OCT",2015,"Drought","Spokane","WA","DRY PEAS",1
"16300","JUN",2005,"Excess Moisture/Precip/Rain","Spokane","WA","DRY PEAS",1
"16301","MAY",2005,"Excess Moisture/Precip/Rain","Spokane","WA","DRY PEAS",1
"16302","JUL",2006,"Excess Moisture/Precip/Rain","Spokane","WA","DRY PEAS",1
"16303","JUN",2006,"Excess Moisture/Precip/Rain","Spokane","WA","DRY PEAS",1
"16304","MAY",2009,"Excess Moisture/Precip/Rain","Spokane","WA","DRY PEAS",1
"16305","JUN",2010,"Excess Moisture/Precip/Rain","Spokane","WA","DRY PEAS",2
"16306","MAY",2010,"Excess Moisture/Precip/Rain","Spokane","WA","DRY PEAS",2
"16307","APR",2011,"Excess Moisture/Precip/Rain","Spokane","WA","DRY PEAS",1
"16308","AUG",2011,"Excess Moisture/Precip/Rain","Spokane","WA","DRY PEAS",1
"16309","MAR",2011,"Excess Moisture/Precip/Rain","Spokane","WA","DRY PEAS",1
"16310","MAY",2011,"Excess Moisture/Precip/Rain","Spokane","WA","DRY PEAS",2
"16311","SEP",2011,"Excess Moisture/Precip/Rain","Spokane","WA","DRY PEAS",1
"16312","APR",2012,"Excess Moisture/Precip/Rain","Spokane","WA","DRY PEAS",2
"16313","JUN",2012,"Excess Moisture/Precip/Rain","Spokane","WA","DRY PEAS",1
"16314","MAY",2012,"Excess Moisture/Precip/Rain","Spokane","WA","DRY PEAS",2
"16315","AUG",2013,"Excess Moisture/Precip/Rain","Spokane","WA","DRY PEAS",1
"16316","JUN",2013,"Excess Moisture/Precip/Rain","Spokane","WA","DRY PEAS",2
"16317","MAY",2012,"Flood","Spokane","WA","DRY PEAS",1
"16318","JUL",2008,"Freeze","Spokane","WA","DRY PEAS",1
"16319","JUL",2009,"Freeze","Spokane","WA","DRY PEAS",1
