"","month","year","damagecause","county","state","commodity","loss","count","meanloss","acres","lossperacres"
"9786","JUN",2005,"Insects","Spokane","WA","DRY PEAS",53712,1,53712,410.39,130.8804
"9787","MAY",2010,"Other (Snow-Lightning-Etc.)","Spokane","WA","DRY PEAS",3624.5,1,3624.5,23.475,154.3983
"9788","JUN",2005,"Plant Disease","Spokane","WA","DRY PEAS",2968,2,1484,52.95,56.0529
"9789","MAY",2006,"Plant Disease","Spokane","WA","DRY PEAS",3267,1,3267,196.08,16.6616
"9790","AUG",2009,"Plant Disease","Spokane","WA","DRY PEAS",1367,1,1367,41.62,32.8448
"9791","JUL",2012,"Wildlife","Spokane","WA","DRY PEAS",922,1,922,44.65,20.6495
"9792","AUG",2013,"Wildlife","Spokane","WA","DRY PEAS",246.3,1,246.3,10.4745,23.5142
"9793","JUL",2004,"Wind/Excess Wind","Spokane","WA","DRY PEAS",2198,1,2198,69.84,31.4719
"9794","AUG",2005,"Wind/Excess Wind","Spokane","WA","DRY PEAS",30088,1,30088,1692.72,17.7749
"9795","JUN",2005,"Wind/Excess Wind","Spokane","WA","DRY PEAS",3065.5,1,3065.5,93.6975,32.717
"9796","SEP",2006,"Wind/Excess Wind","Spokane","WA","DRY PEAS",6632,1,6632,360.68,18.3875
"9797","AUG",2008,"Wind/Excess Wind","Spokane","WA","DRY PEAS",10856,1,10856,339.42,31.984
"9798","AUG",2010,"Wind/Excess Wind","Spokane","WA","DRY PEAS",22566.8,1,22566.8,366.09,61.6428
"9799","AUG",2013,"Wind/Excess Wind","Spokane","WA","DRY PEAS",11509.5,1,11509.5,184.965,62.2253
"9800","SEP",2013,"Wind/Excess Wind","Spokane","WA","DRY PEAS",18295,1,18295,294.94,62.0296
"9801","AUG",2014,"Wind/Excess Wind","Spokane","WA","DRY PEAS",14911.25,2,7455.625,245.7175,60.6845
"9802","JUL",2014,"Wind/Excess Wind","Spokane","WA","DRY PEAS",7553,1,7553,142.8,52.8922
"9803","SEP",2014,"Wind/Excess Wind","Spokane","WA","DRY PEAS",16785,1,16785,342.39,49.023
"9804","AUG",2015,"Wind/Excess Wind","Spokane","WA","DRY PEAS",34106,2,17053,587.34,58.0686
"9805","APR",2010,"Cold Wet Weather","Walla Walla","WA","DRY PEAS",446,1,446,30.34,14.7001
"9806","MAY",2010,"Cold Wet Weather","Walla Walla","WA","DRY PEAS",14684,1,14684,271.61,54.0628
"9807","JUN",2011,"Cold Wet Weather","Walla Walla","WA","DRY PEAS",1073,1,1073,217.4,4.9356
"9808","MAY",2011,"Cold Wet Weather","Walla Walla","WA","DRY PEAS",1923.2,1,1923.2,46.984,40.9331
"9809","APR",2012,"Cold Wet Weather","Walla Walla","WA","DRY PEAS",991,1,991,115.5,8.5801
"9810","DEC",2013,"Cyclone","Walla Walla","WA","DRY PEAS",4542,1,4542,106.02,42.841
"9811","DEC",2013,"Decline in Price","Walla Walla","WA","DRY PEAS",39537,1,39537,1315.34,30.0584
"9812","OCT",2013,"Decline in Price","Walla Walla","WA","DRY PEAS",144712.2,1,144712.2,1246.332,116.1105
"9813","SEP",2013,"Decline in Price","Walla Walla","WA","DRY PEAS",1360,1,1360,56.16,24.2165
"9814","DEC",2014,"Decline in Price","Walla Walla","WA","DRY PEAS",117251,1,117251,3050.89,38.4317
"9815","JAN",2014,"Decline in Price","Walla Walla","WA","DRY PEAS",55683,1,55683,752.89,73.959
"9816","JUL",2014,"Decline in Price","Walla Walla","WA","DRY PEAS",6219,1,6219,70.48,88.2378
"9817","SEP",2014,"Decline in Price","Walla Walla","WA","DRY PEAS",33442,1,33442,454.41,73.5943
"9818","DEC",2015,"Decline in Price","Walla Walla","WA","DRY PEAS",54045.28,1,54045.28,1022.7728,52.8419
"9819","JUL",2015,"Decline in Price","Walla Walla","WA","DRY PEAS",33692,1,33692,844.59,39.8915
"9820","SEP",2015,"Decline in Price","Walla Walla","WA","DRY PEAS",3249,1,3249,57.12,56.8803
"9821","JUL",2002,"Drought","Walla Walla","WA","DRY PEAS",332,1,332,29.048,11.4294
"9822","JUN",2002,"Drought","Walla Walla","WA","DRY PEAS",575,1,575,16.25,35.3846
"9823","MAY",2002,"Drought","Walla Walla","WA","DRY PEAS",3776.7,1,3776.7,129.071,29.2606
"9824","AUG",2003,"Drought","Walla Walla","WA","DRY PEAS",13070,1,13070,350.4,37.3002
"9825","JUN",2003,"Drought","Walla Walla","WA","DRY PEAS",397,1,397,73.9,5.3721
"9826","MAY",2003,"Drought","Walla Walla","WA","DRY PEAS",241,1,241,48.96,4.9224
"9827","AUG",2005,"Drought","Walla Walla","WA","DRY PEAS",2375,1,2375,63.3,37.5197
"9828","JUN",2005,"Drought","Walla Walla","WA","DRY PEAS",20207,1,20207,436.65,46.2773
"9829","MAY",2005,"Drought","Walla Walla","WA","DRY PEAS",4078,1,4078,359.16,11.3543
"9830","JUL",2006,"Drought","Walla Walla","WA","DRY PEAS",187,1,187,6.9,27.1014
"9831","JUN",2008,"Drought","Walla Walla","WA","DRY PEAS",1409,1,1409,82.44,17.0912
"9832","MAY",2008,"Drought","Walla Walla","WA","DRY PEAS",2201,1,2201,196.4,11.2067
"9833","JUN",2009,"Drought","Walla Walla","WA","DRY PEAS",788,1,788,59.29,13.2906
"9834","APR",2013,"Drought","Walla Walla","WA","DRY PEAS",37.3,1,37.3,0.375,99.4667
"9835","AUG",2013,"Drought","Walla Walla","WA","DRY PEAS",1583,1,1583,105.6,14.9905
"9836","JUL",2013,"Drought","Walla Walla","WA","DRY PEAS",93644.8,1,93644.8,792.76,118.125
"9837","MAY",2013,"Drought","Walla Walla","WA","DRY PEAS",335.7,1,335.7,3.375,99.4667
"9838","AUG",2014,"Drought","Walla Walla","WA","DRY PEAS",15760,2,7880,136.46,115.4917
"9839","JUL",2014,"Drought","Walla Walla","WA","DRY PEAS",27424.6,1,27424.6,230.699,118.8761
"9840","JUN",2014,"Drought","Walla Walla","WA","DRY PEAS",33240.72,2,16620.36,258.331,128.6749
"9841","MAY",2014,"Drought","Walla Walla","WA","DRY PEAS",15234.4,1,15234.4,98.924,154.0011
"9842","APR",2015,"Drought","Walla Walla","WA","DRY PEAS",248803.38,3,82934.46,1472.4366,168.9739
"9843","AUG",2015,"Drought","Walla Walla","WA","DRY PEAS",86996,2,43498,512.02,169.9074
"9844","JUL",2015,"Drought","Walla Walla","WA","DRY PEAS",367169.18,2,183584.59,3039.6162,120.7946
"9845","JUN",2015,"Drought","Walla Walla","WA","DRY PEAS",387023.94,2,193511.97,3688.331,104.932
"9846","MAY",2015,"Drought","Walla Walla","WA","DRY PEAS",234398.85,2,117199.425,2197.2637,106.6776
"9847","SEP",2015,"Drought","Walla Walla","WA","DRY PEAS",813,1,813,73.72,11.0282
"9848","MAY",2011,"Excess Moisture/Precip/Rain","Walla Walla","WA","DRY PEAS",10472,1,10472,80,130.9
"9849","APR",2012,"Excess Moisture/Precip/Rain","Walla Walla","WA","DRY PEAS",4914.5,1,4914.5,36.25,135.5724
"9850","JUN",2012,"Excess Moisture/Precip/Rain","Walla Walla","WA","DRY PEAS",10787.5,1,10787.5,77.25,139.644
"9851","MAY",2012,"Excess Moisture/Precip/Rain","Walla Walla","WA","DRY PEAS",8573,1,8573,76.3,112.3591
"9852","APR",2002,"Freeze","Walla Walla","WA","DRY PEAS",2261,1,2261,47.5,47.6
"9853","APR",2013,"Freeze","Walla Walla","WA","DRY PEAS",1883,1,1883,28,67.25
"9854","JUN",2013,"Freeze","Walla Walla","WA","DRY PEAS",3846,1,3846,30,128.2
"9855","MAY",2002,"Frost","Walla Walla","WA","DRY PEAS",36773,1,36773,224.5,163.7996
"9856","APR",2006,"Frost","Walla Walla","WA","DRY PEAS",2252,1,2252,60,37.5333
"9857","MAY",2006,"Frost","Walla Walla","WA","DRY PEAS",5976,1,5976,111.4,53.6445
"9858","AUG",2008,"Hail","Walla Walla","WA","DRY PEAS",3160.4,2,1580.2,143.104,22.0846
"9859","JUN",2009,"Hail","Walla Walla","WA","DRY PEAS",2576,1,2576,71.8,35.8774
"9860","JUN",2012,"Hail","Walla Walla","WA","DRY PEAS",23293,1,23293,150.3,154.9767
"9861","SEP",2013,"Hail","Walla Walla","WA","DRY PEAS",75281,1,75281,197.7,380.784
"9862","JUL",2014,"Hail","Walla Walla","WA","DRY PEAS",84709,1,84709,575.87,147.0974
"9863","JUL",2002,"Heat","Walla Walla","WA","DRY PEAS",888.3,1,888.3,43.659,20.3463
"9864","MAY",2002,"Heat","Walla Walla","WA","DRY PEAS",83,1,83,7.262,11.4294
"9865","JUN",2003,"Heat","Walla Walla","WA","DRY PEAS",8351,1,8351,346.02,24.1344
"9866","JUN",2005,"Heat","Walla Walla","WA","DRY PEAS",350,1,350,8.15,42.9448
"9867","JUL",2006,"Heat","Walla Walla","WA","DRY PEAS",14501,1,14501,396.81,36.5439
"9868","MAY",2006,"Heat","Walla Walla","WA","DRY PEAS",4880,1,4880,219.2,22.2628
"9869","AUG",2007,"Heat","Walla Walla","WA","DRY PEAS",1151,1,1151,13.85,83.1047
"9870","JUL",2007,"Heat","Walla Walla","WA","DRY PEAS",1151,1,1151,13.85,83.1047
"9871","JUN",2007,"Heat","Walla Walla","WA","DRY PEAS",7926,1,7926,125,63.408
"9872","MAY",2007,"Heat","Walla Walla","WA","DRY PEAS",2345,1,2345,92,25.4891
"9873","JUL",2008,"Heat","Walla Walla","WA","DRY PEAS",12305,1,12305,239.86,51.3008
"9874","JUN",2008,"Heat","Walla Walla","WA","DRY PEAS",1345.6,2,672.8,86.686,15.5227
"9875","JUL",2009,"Heat","Walla Walla","WA","DRY PEAS",2812,1,2812,86,32.6977
"9876","JUL",2010,"Heat","Walla Walla","WA","DRY PEAS",5383.8,1,5383.8,304.29,17.693
"9877","JUN",2010,"Heat","Walla Walla","WA","DRY PEAS",5420,1,5420,62,87.4194
"9878","SEP",2010,"Heat","Walla Walla","WA","DRY PEAS",15121,1,15121,158.56,95.3645
"9879","JUL",2011,"Heat","Walla Walla","WA","DRY PEAS",2940.8,1,2940.8,122.076,24.0899
"9880","AUG",2013,"Heat","Walla Walla","WA","DRY PEAS",46122,1,46122,341.3,135.1362
"9881","JUL",2013,"Heat","Walla Walla","WA","DRY PEAS",4295,2,2147.5,135.228,31.7612
"9882","JUN",2013,"Heat","Walla Walla","WA","DRY PEAS",5658.6,2,2829.3,85.97,65.8206
"9883","MAY",2013,"Heat","Walla Walla","WA","DRY PEAS",4523.4,1,4523.4,48.93,92.4464
"9884","APR",2014,"Heat","Walla Walla","WA","DRY PEAS",1249.8,1,1249.8,4.81,259.8337
"9885","AUG",2014,"Heat","Walla Walla","WA","DRY PEAS",11076,1,11076,126.6,87.4882
"9886","JUL",2014,"Heat","Walla Walla","WA","DRY PEAS",10696.65,2,5348.325,181.871,58.8145
"9887","JUN",2014,"Heat","Walla Walla","WA","DRY PEAS",9392.57,1,9392.57,209.545,44.8236
"9888","MAY",2014,"Heat","Walla Walla","WA","DRY PEAS",19934.42,1,19934.42,228.61,87.1984
"9889","APR",2015,"Heat","Walla Walla","WA","DRY PEAS",53057.83,1,53057.83,408.6352,129.8416
"9890","AUG",2015,"Heat","Walla Walla","WA","DRY PEAS",4421,1,4421,93.64,47.2127
"9891","JUL",2015,"Heat","Walla Walla","WA","DRY PEAS",22242,1,22242,170,130.8353
"9892","JUN",2015,"Heat","Walla Walla","WA","DRY PEAS",34925.9,1,34925.9,296.616,117.7479
"9893","MAR",2015,"Heat","Walla Walla","WA","DRY PEAS",12911.4,1,12911.4,96.816,133.3602
"9894","MAY",2015,"Heat","Walla Walla","WA","DRY PEAS",22625.24,1,22625.24,263.6825,85.8049
"9895","JUN",2006,"Insects","Walla Walla","WA","DRY PEAS",225,1,225,5.9,38.1356
"9896","APR",2013,"Insects","Walla Walla","WA","DRY PEAS",4509,1,4509,16,281.8125
"9897","MAY",2013,"Insects","Walla Walla","WA","DRY PEAS",4509,1,4509,16,281.8125
"9898","JUL",2009,"Other (Snow-Lightning-Etc.)","Walla Walla","WA","DRY PEAS",15016,1,15016,46.59,322.3009
"9899","JUN",2014,"Other Causes","Walla Walla","WA","DRY PEAS",23.84,1,23.84,0.28,85.1429
"9900","JUN",2002,"Wildlife","Walla Walla","WA","DRY PEAS",426,1,426,6.8,62.6471
"9901","JUL",2010,"Wildlife","Walla Walla","WA","DRY PEAS",598.2,1,598.2,33.81,17.693
"9902","MAY",2010,"Wildlife","Walla Walla","WA","DRY PEAS",2835,1,2835,34.3,82.6531
"9903","JUN",2012,"Wind/Excess Wind","Walla Walla","WA","DRY PEAS",5873,1,5873,41,143.2439
"9904","JUL",2014,"Wind/Excess Wind","Walla Walla","WA","DRY PEAS",2579,1,2579,20.07,128.5002
"9905","JUN",2001,"Cold Wet Weather","Whitman","WA","DRY PEAS",1179.6,1,1179.6,112.56,10.4797
"9906","MAY",2004,"Cold Wet Weather","Whitman","WA","DRY PEAS",819,1,819,151.8,5.3953
"9907","MAY",2005,"Cold Wet Weather","Whitman","WA","DRY PEAS",1549,1,1549,89.6,17.2879
"9908","APR",2006,"Cold Wet Weather","Whitman","WA","DRY PEAS",7069.5,1,7069.5,189.3325,37.3391
"9909","MAY",2006,"Cold Wet Weather","Whitman","WA","DRY PEAS",537,1,537,70,7.6714
"9910","APR",2008,"Cold Wet Weather","Whitman","WA","DRY PEAS",7191.6,1,7191.6,138.688,51.8545
"9911","MAY",2008,"Cold Wet Weather","Whitman","WA","DRY PEAS",38660,1,38660,207.85,185.9995
"9912","JUN",2009,"Cold Wet Weather","Whitman","WA","DRY PEAS",1797,1,1797,52.57,34.183
"9913","APR",2010,"Cold Wet Weather","Whitman","WA","DRY PEAS",16510,2,8255,209.25,78.9008
"9914","AUG",2010,"Cold Wet Weather","Whitman","WA","DRY PEAS",26207,1,26207,1060.23,24.7182
"9915","JUL",2010,"Cold Wet Weather","Whitman","WA","DRY PEAS",37413.5,1,37413.5,1330.22,28.1258
"9916","JUN",2010,"Cold Wet Weather","Whitman","WA","DRY PEAS",186575.8,2,93287.9,4871.69,38.298
"9917","MAY",2010,"Cold Wet Weather","Whitman","WA","DRY PEAS",392341.44,1,392341.44,5371.9119,73.0357
"9918","SEP",2010,"Cold Wet Weather","Whitman","WA","DRY PEAS",91610,1,91610,840.2,109.0336
"9919","APR",2011,"Cold Wet Weather","Whitman","WA","DRY PEAS",5278,1,5278,384.9,13.7127
"9920","JUN",2011,"Cold Wet Weather","Whitman","WA","DRY PEAS",26619.4,1,26619.4,357.504,74.459
"9921","MAY",2011,"Cold Wet Weather","Whitman","WA","DRY PEAS",35503.35,2,17751.675,1140.396,31.1325
"9922","APR",2012,"Cold Wet Weather","Whitman","WA","DRY PEAS",72016.8,1,72016.8,1408.356,51.1354
"9923","JUL",2012,"Cold Wet Weather","Whitman","WA","DRY PEAS",42578,1,42578,576.09,73.9086
"9924","MAY",2012,"Cold Wet Weather","Whitman","WA","DRY PEAS",77259,1,77259,1284.402,60.1517
"9925","APR",2013,"Cold Wet Weather","Whitman","WA","DRY PEAS",17069.5,1,17069.5,220.62,77.3706
"9926","AUG",2013,"Cold Wet Weather","Whitman","WA","DRY PEAS",2328,1,2328,31.2,74.6154
"9927","JUN",2013,"Cold Wet Weather","Whitman","WA","DRY PEAS",13337,1,13337,238.2,55.9908
"9928","APR",2015,"Cold Wet Weather","Whitman","WA","DRY PEAS",8191.26,1,8191.26,54.054,151.5385
"9929","APR",2010,"Cold Winter","Whitman","WA","DRY PEAS",1249.2,1,1249.2,54.932,22.7408
"9930","JUL",2011,"Cold Winter","Whitman","WA","DRY PEAS",1014.75,2,507.375,27.63,36.7264
"9931","MAY",2012,"Cold Winter","Whitman","WA","DRY PEAS",516,1,516,38.072,13.5533
"9932","DEC",2015,"Cold Winter","Whitman","WA","DRY PEAS",12893,2,6446.5,112.9,114.1984
"9933","DEC",2013,"Cyclone","Whitman","WA","DRY PEAS",11765,1,11765,134.9,87.2128
"9934","AUG",2013,"Decline in Price","Whitman","WA","DRY PEAS",6773,1,6773,496.16,13.6508
"9935","DEC",2013,"Decline in Price","Whitman","WA","DRY PEAS",238639.4,1,238639.4,5393.1317,44.2488
"9936","JUN",2013,"Decline in Price","Whitman","WA","DRY PEAS",15524.53,1,15524.53,570.1313,27.2297
"9937","MAY",2013,"Decline in Price","Whitman","WA","DRY PEAS",310.33,1,310.33,9.983,31.0858
"9938","OCT",2013,"Decline in Price","Whitman","WA","DRY PEAS",32793.98,1,32793.98,1019.472,32.1676
"9939","SEP",2013,"Decline in Price","Whitman","WA","DRY PEAS",19145,1,19145,261.11,73.3216
"9940","AUG",2014,"Decline in Price","Whitman","WA","DRY PEAS",183906,1,183906,3950.71,46.5501
"9941","DEC",2014,"Decline in Price","Whitman","WA","DRY PEAS",71769.14,1,71769.14,1757.7972,40.829
"9942","JUL",2014,"Decline in Price","Whitman","WA","DRY PEAS",138246.37,1,138246.37,887.0701,155.846
"9943","JUN",2014,"Decline in Price","Whitman","WA","DRY PEAS",215.28,1,215.28,1.7263,124.706
"9944","SEP",2014,"Decline in Price","Whitman","WA","DRY PEAS",37751,1,37751,1017.62,37.0973
"9945","AUG",2015,"Decline in Price","Whitman","WA","DRY PEAS",47633,1,47633,1263.28,37.7058
"9946","DEC",2015,"Decline in Price","Whitman","WA","DRY PEAS",427241.07,1,427241.07,5487.206,77.8613
"9947","JUL",2015,"Decline in Price","Whitman","WA","DRY PEAS",9844,1,9844,515.9,19.0812
"9948","JUN",2015,"Decline in Price","Whitman","WA","DRY PEAS",4298.5,1,4298.5,93.45,45.9979
"9949","NOV",2015,"Decline in Price","Whitman","WA","DRY PEAS",52329,1,52329,765.6,68.3503
"9950","OCT",2015,"Decline in Price","Whitman","WA","DRY PEAS",14792,1,14792,445.2,33.2255
"9951","JUL",2001,"Drought","Whitman","WA","DRY PEAS",3096,1,3096,98.17,31.5371
"9952","JUN",2001,"Drought","Whitman","WA","DRY PEAS",15835.6,1,15835.6,482.258,32.8364
"9953","MAY",2001,"Drought","Whitman","WA","DRY PEAS",2856,1,2856,386.88,7.3821
"9954","AUG",2002,"Drought","Whitman","WA","DRY PEAS",808.5,1,808.5,113.409,7.1291
"9955","JUN",2002,"Drought","Whitman","WA","DRY PEAS",3420.2,1,3420.2,131.33,26.0428
"9956","JUL",2003,"Drought","Whitman","WA","DRY PEAS",69874,1,69874,3358.07,20.8078
"9957","JUN",2003,"Drought","Whitman","WA","DRY PEAS",60632.1,1,60632.1,3909.739,15.508
"9958","MAY",2003,"Drought","Whitman","WA","DRY PEAS",12000,1,12000,633.4,18.9454
"9959","AUG",2005,"Drought","Whitman","WA","DRY PEAS",19299.2,1,19299.2,494.058,39.0626
"9960","JUL",2005,"Drought","Whitman","WA","DRY PEAS",63137.99,1,63137.99,1250.7064,50.4819
"9961","JUN",2005,"Drought","Whitman","WA","DRY PEAS",425101.79,2,212550.895,12699.0317,33.4751
"9962","MAR",2005,"Drought","Whitman","WA","DRY PEAS",10550,1,10550,332.08,31.7695
"9963","MAY",2005,"Drought","Whitman","WA","DRY PEAS",331259.95,2,165629.975,6773.0607,48.9085
"9964","SEP",2005,"Drought","Whitman","WA","DRY PEAS",43,1,43,26.08,1.6488
"9965","JUL",2006,"Drought","Whitman","WA","DRY PEAS",268.03,1,268.03,62.8621,4.2638
"9966","JUN",2006,"Drought","Whitman","WA","DRY PEAS",22513.2,1,22513.2,504.37,44.6363
"9967","JUL",2007,"Drought","Whitman","WA","DRY PEAS",30290.6,1,30290.6,1632.38,18.5561
"9968","JUN",2007,"Drought","Whitman","WA","DRY PEAS",8826,1,8826,803.22,10.9883
"9969","MAR",2007,"Drought","Whitman","WA","DRY PEAS",362,1,362,21.11,17.1483
"9970","MAY",2007,"Drought","Whitman","WA","DRY PEAS",19188,1,19188,730.49,26.2673
"9971","APR",2008,"Drought","Whitman","WA","DRY PEAS",10289,1,10289,186.3,55.2281
"9972","AUG",2008,"Drought","Whitman","WA","DRY PEAS",25410.5,1,25410.5,387.31,65.6077
"9973","JUL",2008,"Drought","Whitman","WA","DRY PEAS",110675.5,1,110675.5,2408.965,45.9432
"9974","JUN",2008,"Drought","Whitman","WA","DRY PEAS",55613,1,55613,1522.465,36.5283
"9975","MAR",2008,"Drought","Whitman","WA","DRY PEAS",5829.5,1,5829.5,273.995,21.2759
"9976","MAY",2008,"Drought","Whitman","WA","DRY PEAS",141035,1,141035,3049.081,46.2549
"9977","AUG",2009,"Drought","Whitman","WA","DRY PEAS",6437,1,6437,411.09,15.6584
"9978","JUL",2009,"Drought","Whitman","WA","DRY PEAS",7864,1,7864,101.48,77.4931
"9979","JUN",2009,"Drought","Whitman","WA","DRY PEAS",26921,1,26921,570.76,47.1669
"9980","MAY",2009,"Drought","Whitman","WA","DRY PEAS",4111,1,4111,122.1,33.6691
"9981","JUL",2010,"Drought","Whitman","WA","DRY PEAS",5837,1,5837,412.09,14.1644
"9982","JUN",2010,"Drought","Whitman","WA","DRY PEAS",51592.76,1,51592.76,993.8584,51.9116
"9983","MAY",2010,"Drought","Whitman","WA","DRY PEAS",3751,1,3751,89.6,41.8638
"9984","JUL",2012,"Drought","Whitman","WA","DRY PEAS",68835,1,68835,1597.4,43.0919
"9985","JUL",2013,"Drought","Whitman","WA","DRY PEAS",1519,1,1519,15.08,100.7294
"9986","JUN",2013,"Drought","Whitman","WA","DRY PEAS",33225.24,2,16612.62,415.324,79.9984
"9987","MAY",2013,"Drought","Whitman","WA","DRY PEAS",31918.02,2,15959.01,142.178,224.4934
"9988","AUG",2014,"Drought","Whitman","WA","DRY PEAS",493,1,493,21.1,23.3649
"9989","JUL",2014,"Drought","Whitman","WA","DRY PEAS",445834.9,2,222917.45,5192.7188,85.8577
"9990","JUN",2014,"Drought","Whitman","WA","DRY PEAS",555274.69,2,277637.345,7479.8458,74.2361
"9991","MAR",2014,"Drought","Whitman","WA","DRY PEAS",3716.8,1,3716.8,66.372,55.9995
"9992","MAY",2014,"Drought","Whitman","WA","DRY PEAS",535315.9,2,267657.95,6807.3652,78.6378
"9993","APR",2015,"Drought","Whitman","WA","DRY PEAS",396369.77,4,99092.4425,2671.5259,148.3683
"9994","AUG",2015,"Drought","Whitman","WA","DRY PEAS",118643.5,2,59321.75,1060.42,111.8835
"9995","JUL",2015,"Drought","Whitman","WA","DRY PEAS",1700355.51,3,566785.17,15821.3061,107.4725
"9996","JUN",2015,"Drought","Whitman","WA","DRY PEAS",3579245.2,4,894811.3,30601.1422,116.9644
"9997","MAY",2015,"Drought","Whitman","WA","DRY PEAS",475478.81,3,158492.936666667,3954.5524,120.2358
"9998","SEP",2015,"Drought","Whitman","WA","DRY PEAS",2872,1,2872,105.38,27.2537
"9999","MAY",2003,"Excess Moisture/Precip/Rain","Whitman","WA","DRY PEAS",5452,1,5452,134.32,40.5896
"10000","AUG",2004,"Excess Moisture/Precip/Rain","Whitman","WA","DRY PEAS",6135.6,1,6135.6,323.202,18.9838
"10001","JUN",2005,"Excess Moisture/Precip/Rain","Whitman","WA","DRY PEAS",44887,1,44887,840.5,53.4051
"10002","MAY",2005,"Excess Moisture/Precip/Rain","Whitman","WA","DRY PEAS",116231,2,58115.5,3013.89,38.5651
"10003","APR",2006,"Excess Moisture/Precip/Rain","Whitman","WA","DRY PEAS",2944,1,2944,65.896,44.6765
"10004","MAY",2006,"Excess Moisture/Precip/Rain","Whitman","WA","DRY PEAS",83556.4,1,83556.4,2117.67,39.4568
"10005","APR",2009,"Excess Moisture/Precip/Rain","Whitman","WA","DRY PEAS",2886,1,2886,20,144.3
"10006","JUN",2009,"Excess Moisture/Precip/Rain","Whitman","WA","DRY PEAS",139,1,139,1.19,116.8067
"10007","MAY",2009,"Excess Moisture/Precip/Rain","Whitman","WA","DRY PEAS",92947,2,46473.5,572.95,162.2253
"10008","APR",2010,"Excess Moisture/Precip/Rain","Whitman","WA","DRY PEAS",29378.8,1,29378.8,849.728,34.5744
"10009","JUL",2010,"Excess Moisture/Precip/Rain","Whitman","WA","DRY PEAS",9696.05,1,9696.05,143.7799,67.4368
"10010","JUN",2010,"Excess Moisture/Precip/Rain","Whitman","WA","DRY PEAS",163691,1,163691,2028.318,80.7028
"10011","MAY",2010,"Excess Moisture/Precip/Rain","Whitman","WA","DRY PEAS",215129.57,1,215129.57,3868.039,55.6172
"10012","SEP",2010,"Excess Moisture/Precip/Rain","Whitman","WA","DRY PEAS",20417,1,20417,150.71,135.4721
"10013","APR",2011,"Excess Moisture/Precip/Rain","Whitman","WA","DRY PEAS",363276,2,181638,2597.422,139.8602
"10014","JUN",2011,"Excess Moisture/Precip/Rain","Whitman","WA","DRY PEAS",5648.8,2,2824.4,97.306,58.0519
"10015","MAR",2011,"Excess Moisture/Precip/Rain","Whitman","WA","DRY PEAS",27450.4,1,27450.4,158.02,173.7147
"10016","MAY",2011,"Excess Moisture/Precip/Rain","Whitman","WA","DRY PEAS",519465.8,2,259732.9,3675.422,141.335
"10017","APR",2012,"Excess Moisture/Precip/Rain","Whitman","WA","DRY PEAS",56292.45,2,28146.225,383.3035,146.8613
"10018","JUL",2012,"Excess Moisture/Precip/Rain","Whitman","WA","DRY PEAS",22154,1,22154,751.77,29.4691
"10019","JUN",2012,"Excess Moisture/Precip/Rain","Whitman","WA","DRY PEAS",37433,1,37433,936.75,39.9605
"10020","MAR",2012,"Excess Moisture/Precip/Rain","Whitman","WA","DRY PEAS",778.8,1,778.8,5.634,138.2322
"10021","MAY",2012,"Excess Moisture/Precip/Rain","Whitman","WA","DRY PEAS",81454.95,3,27151.65,1238.5125,65.7684
"10022","SEP",2013,"Excess Moisture/Precip/Rain","Whitman","WA","DRY PEAS",113723,2,56861.5,582.6,195.1991
"10023","AUG",2014,"Excess Moisture/Precip/Rain","Whitman","WA","DRY PEAS",29158,1,29158,220.76,132.0801
"10024","JUN",2014,"Excess Moisture/Precip/Rain","Whitman","WA","DRY PEAS",4665,1,4665,193.3,24.1335
"10025","APR",2015,"Excess Moisture/Precip/Rain","Whitman","WA","DRY PEAS",1749,1,1749,11.616,150.5682
"10026","JUN",2015,"Excess Moisture/Precip/Rain","Whitman","WA","DRY PEAS",11762,2,5881,57.09,206.0256
"10027","MAR",2015,"Excess Moisture/Precip/Rain","Whitman","WA","DRY PEAS",1166,1,1166,7.744,150.5682
"10028","MAY",2015,"Excess Moisture/Precip/Rain","Whitman","WA","DRY PEAS",30523.54,1,30523.54,290.0051,105.2517
