"","month","year","damagecause","county","state","commodity","loss"
"28648","MAY",2013,"Frost","Morrow","OR","WHEAT",230414.41
"28649","DEC",2014,"Frost","Morrow","OR","WHEAT",16685.03
"28650","JAN",2014,"Frost","Morrow","OR","WHEAT",23190.5
"28651","AUG",1991,"Hail","Morrow","OR","WHEAT",24635
"28652","JUN",1991,"Hail","Morrow","OR","WHEAT",6286
"28653","MAY",1991,"Hail","Morrow","OR","WHEAT",1638
"28654","APR",1995,"Hail","Morrow","OR","WHEAT",269
"28655","JAN",1995,"Hail","Morrow","OR","WHEAT",33066
"28656","JUL",1995,"Hail","Morrow","OR","WHEAT",864410
"28657","APR",1996,"Hail","Morrow","OR","WHEAT",10220
"28658","JUL",1996,"Hail","Morrow","OR","WHEAT",3415
"28659","JUN",1997,"Hail","Morrow","OR","WHEAT",4218
"28660","MAY",1997,"Hail","Morrow","OR","WHEAT",192
"28661","JUL",2000,"Hail","Morrow","OR","WHEAT",887
"28662","AUG",2004,"Hail","Morrow","OR","WHEAT",15346.8
"28663","JUN",2006,"Hail","Morrow","OR","WHEAT",6537.6
"28664","MAY",2006,"Hail","Morrow","OR","WHEAT",45219.15
"28665","AUG",2008,"Hail","Morrow","OR","WHEAT",30024.4
"28666","JUL",2011,"Hail","Morrow","OR","WHEAT",23821.3
"28667","JUL",2012,"Hail","Morrow","OR","WHEAT",2768
"28668","MAY",2013,"Hail","Morrow","OR","WHEAT",77473.5
"28669","JUL",1989,"Heat","Morrow","OR","WHEAT",8087
"28670","JUN",1989,"Heat","Morrow","OR","WHEAT",128102
"28671","JUN",1992,"Heat","Morrow","OR","WHEAT",3156
"28672","MAY",1992,"Heat","Morrow","OR","WHEAT",30418
"28673","JUN",1994,"Heat","Morrow","OR","WHEAT",6591
"28674","JUN",1995,"Heat","Morrow","OR","WHEAT",505
"28675","JUN",1996,"Heat","Morrow","OR","WHEAT",25470
"28676","APR",1998,"Heat","Morrow","OR","WHEAT",22732
"28677","JUN",1998,"Heat","Morrow","OR","WHEAT",25609
"28678","DEC",1999,"Heat","Morrow","OR","WHEAT",1718
"28679","JUN",1999,"Heat","Morrow","OR","WHEAT",11034
"28680","AUG",2000,"Heat","Morrow","OR","WHEAT",1841
"28681","JUL",2000,"Heat","Morrow","OR","WHEAT",4119
"28682","JUN",2000,"Heat","Morrow","OR","WHEAT",21548
"28683","AUG",2001,"Heat","Morrow","OR","WHEAT",10414.41
"28684","JUL",2001,"Heat","Morrow","OR","WHEAT",3233.4
"28685","JUN",2001,"Heat","Morrow","OR","WHEAT",13306.8
"28686","MAY",2001,"Heat","Morrow","OR","WHEAT",367658.3
"28687","JUN",2002,"Heat","Morrow","OR","WHEAT",6319
"28688","JUN",2003,"Heat","Morrow","OR","WHEAT",1887500.1
"28689","MAY",2003,"Heat","Morrow","OR","WHEAT",62929.29
"28690","JUN",2004,"Heat","Morrow","OR","WHEAT",64051.6
"28691","MAR",2004,"Heat","Morrow","OR","WHEAT",9012.9
"28692","MAY",2004,"Heat","Morrow","OR","WHEAT",20590
"28693","JUN",2005,"Heat","Morrow","OR","WHEAT",42232
"28694","FEB",2006,"Heat","Morrow","OR","WHEAT",53593.2
"28695","JUN",2006,"Heat","Morrow","OR","WHEAT",74504.2
"28696","MAY",2006,"Heat","Morrow","OR","WHEAT",1152029.79
"28697","JUN",2007,"Heat","Morrow","OR","WHEAT",282823.7
"28698","MAY",2007,"Heat","Morrow","OR","WHEAT",1108677.4
"28699","JUN",2008,"Heat","Morrow","OR","WHEAT",169960.6
"28700","MAY",2008,"Heat","Morrow","OR","WHEAT",497771.97
"28701","APR",2009,"Heat","Morrow","OR","WHEAT",9131
"28702","FEB",2009,"Heat","Morrow","OR","WHEAT",2868.5
"28703","JUL",2009,"Heat","Morrow","OR","WHEAT",137401
"28704","JUN",2009,"Heat","Morrow","OR","WHEAT",407576.1
"28705","MAY",2009,"Heat","Morrow","OR","WHEAT",78424.5
"28706","JUL",2010,"Heat","Morrow","OR","WHEAT",1248.8
"28707","MAY",2010,"Heat","Morrow","OR","WHEAT",20145.1
"28708","APR",2012,"Heat","Morrow","OR","WHEAT",23430.99
"28709","JUL",2012,"Heat","Morrow","OR","WHEAT",122912
"28710","JUN",2012,"Heat","Morrow","OR","WHEAT",66813.8
"28711","MAY",2012,"Heat","Morrow","OR","WHEAT",19268.04
"28712","APR",2013,"Heat","Morrow","OR","WHEAT",647264.57
"28713","JUN",2013,"Heat","Morrow","OR","WHEAT",459072.31
"28714","MAY",2013,"Heat","Morrow","OR","WHEAT",1957785.87
"28715","APR",2014,"Heat","Morrow","OR","WHEAT",7532.9
"28716","JUL",2014,"Heat","Morrow","OR","WHEAT",354574.75
"28717","JUN",2014,"Heat","Morrow","OR","WHEAT",65630
"28718","MAY",2014,"Heat","Morrow","OR","WHEAT",56904.25
"28719","APR",2015,"Heat","Morrow","OR","WHEAT",617896.3
"28720","JUL",2015,"Heat","Morrow","OR","WHEAT",253844.7
"28721","JUN",2015,"Heat","Morrow","OR","WHEAT",1731664.76
"28722","MAY",2015,"Heat","Morrow","OR","WHEAT",44420.57
"28723","OCT",1989,"Hot Wind","Morrow","OR","WHEAT",1722
"28724","AUG",2000,"Hot Wind","Morrow","OR","WHEAT",108
"28725","JUL",2000,"Hot Wind","Morrow","OR","WHEAT",408
"28726","MAY",2012,"Hot Wind","Morrow","OR","WHEAT",19268.04
"28727","JUN",2013,"Hot Wind","Morrow","OR","WHEAT",5802.5
"28728","MAY",2014,"Hot Wind","Morrow","OR","WHEAT",15065.8
"28729","JUN",1989,"Insects","Morrow","OR","WHEAT",216
"28730","OCT",1989,"Insects","Morrow","OR","WHEAT",12612
"28731","MAY",2009,"Insects","Morrow","OR","WHEAT",14024.78
"28732","APR",2006,"Other (Snow-Lightning-Etc.)","Morrow","OR","WHEAT",15008
"28733","FEB",2013,"Other Causes","Morrow","OR","WHEAT",144519.25
"28734","JAN",2013,"Other Causes","Morrow","OR","WHEAT",6499.5
"28735","MAY",2013,"Other Causes","Morrow","OR","WHEAT",52927.5
"28736","NOV",2013,"Other Causes","Morrow","OR","WHEAT",10454.6
"28737","APR",2014,"Other Causes","Morrow","OR","WHEAT",1985.25
"28738","JAN",2014,"Other Causes","Morrow","OR","WHEAT",5727.6
"28739","MAY",2014,"Other Causes","Morrow","OR","WHEAT",33898.05
"28740","MAY",1991,"Plant Disease","Morrow","OR","WHEAT",2488
"28741","APR",1994,"Plant Disease","Morrow","OR","WHEAT",470
"28742","AUG",1998,"Plant Disease","Morrow","OR","WHEAT",4223
"28743","JUN",1998,"Plant Disease","Morrow","OR","WHEAT",4012
"28744","MAR",1998,"Plant Disease","Morrow","OR","WHEAT",1393
"28745","MAY",2003,"Plant Disease","Morrow","OR","WHEAT",29624.8
"28746","JUL",2005,"Plant Disease","Morrow","OR","WHEAT",8632.5
"28747","APR",2009,"Plant Disease","Morrow","OR","WHEAT",474.12
"28748","MAY",2009,"Plant Disease","Morrow","OR","WHEAT",353416.88
"28749","JUN",2011,"Plant Disease","Morrow","OR","WHEAT",40459.6
"28750","DEC",2015,"Wildlife","Morrow","OR","WHEAT",261892.09
"28751","JUL",2000,"Wind/Excess Wind","Morrow","OR","WHEAT",110
"28752","APR",2001,"Wind/Excess Wind","Morrow","OR","WHEAT",821
"28753","MAY",2001,"Wind/Excess Wind","Morrow","OR","WHEAT",4067
"28754","APR",2008,"Wind/Excess Wind","Morrow","OR","WHEAT",13476.6
"28755","JAN",2014,"Wind/Excess Wind","Morrow","OR","WHEAT",5744.4
"28772","APR",2015,"Area Plan Crops Only","Sherman","OR","WHEAT",28
"28773","APR",1995,"Cold Wet Weather","Sherman","OR","WHEAT",24214
"28774","DEC",1995,"Cold Wet Weather","Sherman","OR","WHEAT",5674
"28775","FEB",1995,"Cold Wet Weather","Sherman","OR","WHEAT",14991
"28776","JUN",1995,"Cold Wet Weather","Sherman","OR","WHEAT",329
"28777","MAY",1995,"Cold Wet Weather","Sherman","OR","WHEAT",32639
"28778","AUG",1996,"Cold Wet Weather","Sherman","OR","WHEAT",3167
"28779","MAR",1996,"Cold Wet Weather","Sherman","OR","WHEAT",5135
"28780","SEP",1996,"Cold Wet Weather","Sherman","OR","WHEAT",7558
"28781","MAY",1997,"Cold Wet Weather","Sherman","OR","WHEAT",4970
"28782","APR",1999,"Cold Wet Weather","Sherman","OR","WHEAT",167
"28783","JUN",1999,"Cold Wet Weather","Sherman","OR","WHEAT",247
"28784","DEC",2004,"Cold Wet Weather","Sherman","OR","WHEAT",1966
"28785","JAN",2004,"Cold Wet Weather","Sherman","OR","WHEAT",14430
"28786","APR",2006,"Cold Wet Weather","Sherman","OR","WHEAT",934.2
"28787","DEC",2006,"Cold Wet Weather","Sherman","OR","WHEAT",10485
"28788","FEB",2006,"Cold Wet Weather","Sherman","OR","WHEAT",28027
"28789","JAN",2006,"Cold Wet Weather","Sherman","OR","WHEAT",7791
"28790","MAR",2006,"Cold Wet Weather","Sherman","OR","WHEAT",239566.57
"28791","MAY",2006,"Cold Wet Weather","Sherman","OR","WHEAT",31967
"28792","FEB",2009,"Cold Wet Weather","Sherman","OR","WHEAT",57309.6
"28793","JAN",2009,"Cold Wet Weather","Sherman","OR","WHEAT",9824
"28794","MAR",2009,"Cold Wet Weather","Sherman","OR","WHEAT",58761.5
"28795","APR",2010,"Cold Wet Weather","Sherman","OR","WHEAT",20929.51
"28796","DEC",2010,"Cold Wet Weather","Sherman","OR","WHEAT",33506.5
"28797","JAN",2010,"Cold Wet Weather","Sherman","OR","WHEAT",1149
"28798","JUN",2010,"Cold Wet Weather","Sherman","OR","WHEAT",10967
"28799","MAY",2010,"Cold Wet Weather","Sherman","OR","WHEAT",13677.5
"28800","APR",2011,"Cold Wet Weather","Sherman","OR","WHEAT",7385
"28801","DEC",2011,"Cold Wet Weather","Sherman","OR","WHEAT",5868
"28802","JUN",2011,"Cold Wet Weather","Sherman","OR","WHEAT",533.5
"28803","MAR",2011,"Cold Wet Weather","Sherman","OR","WHEAT",4217
"28804","MAY",2011,"Cold Wet Weather","Sherman","OR","WHEAT",23858.1
"28805","DEC",2012,"Cold Wet Weather","Sherman","OR","WHEAT",28254.5
"28806","JUN",2012,"Cold Wet Weather","Sherman","OR","WHEAT",4381
"28807","MAR",2012,"Cold Wet Weather","Sherman","OR","WHEAT",6794
"28808","MAY",2012,"Cold Wet Weather","Sherman","OR","WHEAT",518
"28809","NOV",2012,"Cold Wet Weather","Sherman","OR","WHEAT",2028.8
"28810","AUG",1989,"Cold Winter","Sherman","OR","WHEAT",3673
"28811","JAN",1989,"Cold Winter","Sherman","OR","WHEAT",1104
"28812","OCT",1989,"Cold Winter","Sherman","OR","WHEAT",2564
"28813","OCT",1995,"Cold Winter","Sherman","OR","WHEAT",2967
"28814","JAN",1999,"Cold Winter","Sherman","OR","WHEAT",413
"28815","DEC",2004,"Cold Winter","Sherman","OR","WHEAT",1951
"28816","DEC",2007,"Cold Winter","Sherman","OR","WHEAT",7007
"28817","JAN",2008,"Cold Winter","Sherman","OR","WHEAT",850.2
"28818","DEC",2010,"Cold Winter","Sherman","OR","WHEAT",1692.69
"28819","FEB",2010,"Cold Winter","Sherman","OR","WHEAT",14931.7
"28820","MAY",2011,"Cold Winter","Sherman","OR","WHEAT",11774.5
"28821","DEC",2012,"Cold Winter","Sherman","OR","WHEAT",11806.5
"28822","AUG",2013,"Cyclone","Sherman","OR","WHEAT",1233
"28823","NOV",1998,"Decline in Price","Sherman","OR","WHEAT",3000
"28824","OCT",1998,"Decline in Price","Sherman","OR","WHEAT",43760
"28825","NOV",1999,"Decline in Price","Sherman","OR","WHEAT",191
"28826","AUG",2000,"Decline in Price","Sherman","OR","WHEAT",15427
"28827","JUL",2000,"Decline in Price","Sherman","OR","WHEAT",29702
"28828","SEP",2000,"Decline in Price","Sherman","OR","WHEAT",83286
"28829","SEP",2001,"Decline in Price","Sherman","OR","WHEAT",15627.63
"28830","JUN",2002,"Decline in Price","Sherman","OR","WHEAT",78521
"28831","SEP",2002,"Decline in Price","Sherman","OR","WHEAT",18161.84
"28832","AUG",2003,"Decline in Price","Sherman","OR","WHEAT",820
"28833","SEP",2003,"Decline in Price","Sherman","OR","WHEAT",6410.17
"28834","AUG",2005,"Decline in Price","Sherman","OR","WHEAT",3839.6
"28835","MAY",2005,"Decline in Price","Sherman","OR","WHEAT",504.7
"28836","SEP",2005,"Decline in Price","Sherman","OR","WHEAT",7579.1
"28837","AUG",2006,"Decline in Price","Sherman","OR","WHEAT",1489.2
"28838","MAR",2006,"Decline in Price","Sherman","OR","WHEAT",556
"28839","MAY",2006,"Decline in Price","Sherman","OR","WHEAT",1031
"28840","SEP",2006,"Decline in Price","Sherman","OR","WHEAT",12584.95
"28841","AUG",2009,"Decline in Price","Sherman","OR","WHEAT",3715720.05
"28842","JAN",2009,"Decline in Price","Sherman","OR","WHEAT",44514.4
"28843","JUL",2009,"Decline in Price","Sherman","OR","WHEAT",702111.18
"28844","MAY",2009,"Decline in Price","Sherman","OR","WHEAT",59271.5
"28845","SEP",2009,"Decline in Price","Sherman","OR","WHEAT",2731474.48
"28846","AUG",2011,"Decline in Price","Sherman","OR","WHEAT",113144
"28847","MAY",2011,"Decline in Price","Sherman","OR","WHEAT",2243.4
"28848","SEP",2011,"Decline in Price","Sherman","OR","WHEAT",11774.5
"28849","FEB",2012,"Decline in Price","Sherman","OR","WHEAT",11.02
"28850","JUN",2012,"Decline in Price","Sherman","OR","WHEAT",111.68
"28851","NOV",2012,"Decline in Price","Sherman","OR","WHEAT",12775.35
"28852","SEP",2012,"Decline in Price","Sherman","OR","WHEAT",13784.47
"28853","AUG",2013,"Decline in Price","Sherman","OR","WHEAT",66325.7
"28854","JUL",2013,"Decline in Price","Sherman","OR","WHEAT",39642.18
"28855","MAR",2013,"Decline in Price","Sherman","OR","WHEAT",9147
"28856","MAY",2013,"Decline in Price","Sherman","OR","WHEAT",27.12
"28857","SEP",2013,"Decline in Price","Sherman","OR","WHEAT",289763.09
"28858","DEC",2014,"Decline in Price","Sherman","OR","WHEAT",426.59
"28859","AUG",2015,"Decline in Price","Sherman","OR","WHEAT",15762
"28860","JUL",2015,"Decline in Price","Sherman","OR","WHEAT",207662
"28861","MAY",2015,"Decline in Price","Sherman","OR","WHEAT",22916
"28862","SEP",2015,"Decline in Price","Sherman","OR","WHEAT",282533.39
"28863","AUG",1989,"Drought","Sherman","OR","WHEAT",16588
"28864","JUN",1989,"Drought","Sherman","OR","WHEAT",1417
"28865","MAY",1989,"Drought","Sherman","OR","WHEAT",3312
"28866","OCT",1989,"Drought","Sherman","OR","WHEAT",43311
"28867","APR",1990,"Drought","Sherman","OR","WHEAT",16897
"28868","AUG",1990,"Drought","Sherman","OR","WHEAT",44241
"28869","JAN",1990,"Drought","Sherman","OR","WHEAT",12074
"28870","JUL",1990,"Drought","Sherman","OR","WHEAT",45310
"28871","JUN",1990,"Drought","Sherman","OR","WHEAT",200894
"28872","MAR",1990,"Drought","Sherman","OR","WHEAT",3245
"28873","MAY",1990,"Drought","Sherman","OR","WHEAT",53400
"28874","NOV",1990,"Drought","Sherman","OR","WHEAT",7517
"28875","APR",1991,"Drought","Sherman","OR","WHEAT",9787
"28876","AUG",1991,"Drought","Sherman","OR","WHEAT",174845
"28877","JUL",1991,"Drought","Sherman","OR","WHEAT",63803
"28878","JUN",1991,"Drought","Sherman","OR","WHEAT",94767
"28879","MAR",1991,"Drought","Sherman","OR","WHEAT",503
"28880","MAY",1991,"Drought","Sherman","OR","WHEAT",56441
"28881","OCT",1991,"Drought","Sherman","OR","WHEAT",4515
"28882","SEP",1991,"Drought","Sherman","OR","WHEAT",15376
"28883","APR",1992,"Drought","Sherman","OR","WHEAT",19934
"28884","AUG",1992,"Drought","Sherman","OR","WHEAT",10194
"28885","JUL",1992,"Drought","Sherman","OR","WHEAT",248065
"28886","JUN",1992,"Drought","Sherman","OR","WHEAT",99656
"28887","MAR",1992,"Drought","Sherman","OR","WHEAT",13753
"28888","MAY",1992,"Drought","Sherman","OR","WHEAT",332616
"28889","AUG",1994,"Drought","Sherman","OR","WHEAT",1291
"28890","JUL",1994,"Drought","Sherman","OR","WHEAT",2586
"28891","MAY",1994,"Drought","Sherman","OR","WHEAT",6465
"28892","AUG",1995,"Drought","Sherman","OR","WHEAT",71805
"28893","MAY",1995,"Drought","Sherman","OR","WHEAT",685
"28894","NOV",1995,"Drought","Sherman","OR","WHEAT",549
"28895","OCT",1995,"Drought","Sherman","OR","WHEAT",2991
"28896","JUL",1996,"Drought","Sherman","OR","WHEAT",365
"28897","AUG",1999,"Drought","Sherman","OR","WHEAT",288734
"28898","JUL",1999,"Drought","Sherman","OR","WHEAT",54953
"28899","JUN",1999,"Drought","Sherman","OR","WHEAT",138193
"28900","MAR",1999,"Drought","Sherman","OR","WHEAT",1420
"28901","MAY",1999,"Drought","Sherman","OR","WHEAT",18753
"28902","OCT",1999,"Drought","Sherman","OR","WHEAT",273
"28903","SEP",1999,"Drought","Sherman","OR","WHEAT",273
"28904","AUG",2000,"Drought","Sherman","OR","WHEAT",325856
"28905","DEC",2000,"Drought","Sherman","OR","WHEAT",128870
"28906","JUL",2000,"Drought","Sherman","OR","WHEAT",66524
"28907","JUN",2000,"Drought","Sherman","OR","WHEAT",53713
"28908","MAR",2000,"Drought","Sherman","OR","WHEAT",4072
"28909","MAY",2000,"Drought","Sherman","OR","WHEAT",22406
"28910","SEP",2000,"Drought","Sherman","OR","WHEAT",298
"28911","APR",2001,"Drought","Sherman","OR","WHEAT",98987
"28912","AUG",2001,"Drought","Sherman","OR","WHEAT",40171
"28913","DEC",2001,"Drought","Sherman","OR","WHEAT",919936.76
"28914","JUL",2001,"Drought","Sherman","OR","WHEAT",447121
"28915","JUN",2001,"Drought","Sherman","OR","WHEAT",1382379.61
"28916","MAR",2001,"Drought","Sherman","OR","WHEAT",62792.4
"28917","MAY",2001,"Drought","Sherman","OR","WHEAT",217242.4
"28918","NOV",2001,"Drought","Sherman","OR","WHEAT",38317
"28919","APR",2002,"Drought","Sherman","OR","WHEAT",123301
"28920","DEC",2002,"Drought","Sherman","OR","WHEAT",406661.48
"28921","FEB",2002,"Drought","Sherman","OR","WHEAT",72220
"28922","JAN",2002,"Drought","Sherman","OR","WHEAT",594
"28923","JUL",2002,"Drought","Sherman","OR","WHEAT",312629
"28924","JUN",2002,"Drought","Sherman","OR","WHEAT",1356755
"28925","MAR",2002,"Drought","Sherman","OR","WHEAT",234968
"28926","MAY",2002,"Drought","Sherman","OR","WHEAT",1547075
"28927","AUG",2003,"Drought","Sherman","OR","WHEAT",3210
"28928","JAN",2003,"Drought","Sherman","OR","WHEAT",408
"28929","JUL",2003,"Drought","Sherman","OR","WHEAT",1184419.34
"28930","JUN",2003,"Drought","Sherman","OR","WHEAT",236731
"28931","MAR",2003,"Drought","Sherman","OR","WHEAT",87581.49
"28932","MAY",2003,"Drought","Sherman","OR","WHEAT",383481
"28933","OCT",2003,"Drought","Sherman","OR","WHEAT",65
"28934","AUG",2004,"Drought","Sherman","OR","WHEAT",518
"28935","DEC",2004,"Drought","Sherman","OR","WHEAT",4570
"28936","FEB",2004,"Drought","Sherman","OR","WHEAT",39395
"28937","JUL",2004,"Drought","Sherman","OR","WHEAT",12818
"28938","JUN",2004,"Drought","Sherman","OR","WHEAT",46270.6
"28939","MAR",2004,"Drought","Sherman","OR","WHEAT",1665
"28940","MAY",2004,"Drought","Sherman","OR","WHEAT",12148
"28941","NOV",2004,"Drought","Sherman","OR","WHEAT",30797
"28942","OCT",2004,"Drought","Sherman","OR","WHEAT",468.6
"28943","APR",2005,"Drought","Sherman","OR","WHEAT",41888
"28944","FEB",2005,"Drought","Sherman","OR","WHEAT",174441.59
"28945","JUL",2005,"Drought","Sherman","OR","WHEAT",102578.35
"28946","JUN",2005,"Drought","Sherman","OR","WHEAT",117032.3
"28947","MAR",2005,"Drought","Sherman","OR","WHEAT",244060
"28948","MAY",2005,"Drought","Sherman","OR","WHEAT",234233.7
"28949","MAY",2006,"Drought","Sherman","OR","WHEAT",521
"28950","FEB",2007,"Drought","Sherman","OR","WHEAT",109572
"28951","JUL",2007,"Drought","Sherman","OR","WHEAT",42452
"28952","JUN",2007,"Drought","Sherman","OR","WHEAT",21376.6
"28953","MAR",2007,"Drought","Sherman","OR","WHEAT",17362
"28954","MAY",2007,"Drought","Sherman","OR","WHEAT",44468.4
"28955","APR",2008,"Drought","Sherman","OR","WHEAT",80253.75
"28956","DEC",2008,"Drought","Sherman","OR","WHEAT",2884
"28957","JUL",2008,"Drought","Sherman","OR","WHEAT",6500.5
"28958","JUN",2008,"Drought","Sherman","OR","WHEAT",420836
"28959","MAR",2008,"Drought","Sherman","OR","WHEAT",913679
"28960","MAY",2008,"Drought","Sherman","OR","WHEAT",1275525.5
"28961","APR",2009,"Drought","Sherman","OR","WHEAT",68655
"28962","DEC",2009,"Drought","Sherman","OR","WHEAT",114617
"28963","JAN",2009,"Drought","Sherman","OR","WHEAT",4231.15
"28964","JUL",2009,"Drought","Sherman","OR","WHEAT",4759
"28965","JUN",2009,"Drought","Sherman","OR","WHEAT",1265132.1
"28966","MAR",2009,"Drought","Sherman","OR","WHEAT",171878.6
"28967","MAY",2009,"Drought","Sherman","OR","WHEAT",5344897.69
"28968","NOV",2009,"Drought","Sherman","OR","WHEAT",130149.6
"28969","SEP",2009,"Drought","Sherman","OR","WHEAT",627
"28970","OCT",2010,"Drought","Sherman","OR","WHEAT",1318
"28971","DEC",2012,"Drought","Sherman","OR","WHEAT",27811.85
"28972","FEB",2012,"Drought","Sherman","OR","WHEAT",55096.33
"28973","JUN",2012,"Drought","Sherman","OR","WHEAT",155765.48
"28974","NOV",2012,"Drought","Sherman","OR","WHEAT",74016.3
"28975","OCT",2012,"Drought","Sherman","OR","WHEAT",11029.5
"28976","APR",2013,"Drought","Sherman","OR","WHEAT",135423
"28977","AUG",2013,"Drought","Sherman","OR","WHEAT",32781
"28978","FEB",2013,"Drought","Sherman","OR","WHEAT",15241.8
"28979","JAN",2013,"Drought","Sherman","OR","WHEAT",1963.6
"28980","JUL",2013,"Drought","Sherman","OR","WHEAT",442690.9
"28981","JUN",2013,"Drought","Sherman","OR","WHEAT",100210
"28982","MAR",2013,"Drought","Sherman","OR","WHEAT",170005
"28983","MAY",2013,"Drought","Sherman","OR","WHEAT",282479.18
"28984","NOV",2013,"Drought","Sherman","OR","WHEAT",1855.2
"28985","OCT",2013,"Drought","Sherman","OR","WHEAT",1236.8
"28986","AUG",2014,"Drought","Sherman","OR","WHEAT",602
"28987","JUL",2014,"Drought","Sherman","OR","WHEAT",69433.7
"28988","JUN",2014,"Drought","Sherman","OR","WHEAT",840886.41
"28989","MAY",2014,"Drought","Sherman","OR","WHEAT",67855
"28990","APR",2015,"Drought","Sherman","OR","WHEAT",50039.19
"28991","JUN",2015,"Drought","Sherman","OR","WHEAT",169292
"28992","MAY",2015,"Drought","Sherman","OR","WHEAT",1099433.42
"28993","AUG",1995,"Excess Moisture/Precip/Rain","Sherman","OR","WHEAT",31250
"28994","DEC",1995,"Excess Moisture/Precip/Rain","Sherman","OR","WHEAT",5253
"28995","FEB",1995,"Excess Moisture/Precip/Rain","Sherman","OR","WHEAT",6491
"28996","JAN",1995,"Excess Moisture/Precip/Rain","Sherman","OR","WHEAT",2927
"28997","MAR",1995,"Excess Moisture/Precip/Rain","Sherman","OR","WHEAT",15741
"28998","MAY",1995,"Excess Moisture/Precip/Rain","Sherman","OR","WHEAT",596
"28999","MAR",2000,"Excess Moisture/Precip/Rain","Sherman","OR","WHEAT",9079
"29000","JUN",2001,"Excess Moisture/Precip/Rain","Sherman","OR","WHEAT",5492
"29001","AUG",2002,"Excess Moisture/Precip/Rain","Sherman","OR","WHEAT",1999
"29002","JUN",2002,"Excess Moisture/Precip/Rain","Sherman","OR","WHEAT",86772
"29003","MAR",2003,"Excess Moisture/Precip/Rain","Sherman","OR","WHEAT",3500
"29004","APR",2004,"Excess Moisture/Precip/Rain","Sherman","OR","WHEAT",3575
"29005","JAN",2006,"Excess Moisture/Precip/Rain","Sherman","OR","WHEAT",6089
"29006","MAY",2006,"Excess Moisture/Precip/Rain","Sherman","OR","WHEAT",132.6
"29007","APR",2011,"Excess Moisture/Precip/Rain","Sherman","OR","WHEAT",55289.65
"29008","JUN",2011,"Excess Moisture/Precip/Rain","Sherman","OR","WHEAT",57435
"29009","MAR",2011,"Excess Moisture/Precip/Rain","Sherman","OR","WHEAT",111.1
"29010","MAY",2011,"Excess Moisture/Precip/Rain","Sherman","OR","WHEAT",1527.5
"29011","OCT",2012,"Excess Moisture/Precip/Rain","Sherman","OR","WHEAT",3043.2
